duelist_id,duelist,position,card_id,card,rate,card_url
22,High Mage Secmeton,71,631,Maiden of the Moonlight,0.10%,https://yugioh-fm-db.pages.dev/cards/631
22,High Mage Secmeton,72,647,Hyosube,0.10%,https://yugioh-fm-db.pages.dev/cards/647
22,High Mage Secmeton,73,405,Saber Slasher,0.10%,https://yugioh-fm-db.pages.dev/cards/405
22,High Mage Secmeton,74,433,Ancient Elf,0.10%,https://yugioh-fm-db.pages.dev/cards/433
22,High Mage Secmeton,75,518,Boulder Tortoise,1.56%,https://yugioh-fm-db.pages.dev/cards/518
22,High Mage Secmeton,76,249,Water Omotics,0.10%,https://yugioh-fm-db.pages.dev/cards/249
22,High Mage Secmeton,77,352,Kanan the Swordmistress,0.10%,https://yugioh-fm-db.pages.dev/cards/352
22,High Mage Secmeton,78,363,Fairy's Gift,0.10%,https://yugioh-fm-db.pages.dev/cards/363
22,High Mage Secmeton,79,430,Water Magician,0.10%,https://yugioh-fm-db.pages.dev/cards/430
22,High Mage Secmeton,80,460,Bolt Escargot,0.10%,https://yugioh-fm-db.pages.dev/cards/460
22,High Mage Secmeton,81,542,Misairuzame,1.17%,https://yugioh-fm-db.pages.dev/cards/542
22,High Mage Secmeton,82,557,Steel Ogre Grotto #1,1.17%,https://yugioh-fm-db.pages.dev/cards/557
22,High Mage Secmeton,83,593,Giant Turtle Who Feeds on Flames,1.17%,https://yugioh-fm-db.pages.dev/cards/593
22,High Mage Secmeton,84,633,Winged Egg of New Life,1.17%,https://yugioh-fm-db.pages.dev/cards/633
22,High Mage Secmeton,85,86,Barox,0.10%,https://yugioh-fm-db.pages.dev/cards/86
22,High Mage Secmeton,86,404,Tatsunootoshigo,0.10%,https://yugioh-fm-db.pages.dev/cards/404
22,High Mage Secmeton,87,543,Tongyo,0.10%,https://yugioh-fm-db.pages.dev/cards/543
22,High Mage Secmeton,88,550,Behegon,0.10%,https://yugioh-fm-db.pages.dev/cards/550
22,High Mage Secmeton,89,578,Leo Wizard,0.10%,https://yugioh-fm-db.pages.dev/cards/578
22,High Mage Secmeton,90,641,Invader of the Throne,1.17%,https://yugioh-fm-db.pages.dev/cards/641
22,High Mage Secmeton,91,91,Mystic Horseman,0.10%,https://yugioh-fm-db.pages.dev/cards/91
22,High Mage Secmeton,92,115,Kamion Wizard,0.10%,https://yugioh-fm-db.pages.dev/cards/115
22,High Mage Secmeton,93,351,Yaranzo,0.10%,https://yugioh-fm-db.pages.dev/cards/351
22,High Mage Secmeton,94,445,Guardian of the Sea,0.10%,https://yugioh-fm-db.pages.dev/cards/445
22,High Mage Secmeton,95,517,Sand Stone,0.10%,https://yugioh-fm-db.pages.dev/cards/517
22,High Mage Secmeton,96,525,Spirit of the Mountain,1.17%,https://yugioh-fm-db.pages.dev/cards/525
22,High Mage Secmeton,97,608,Shining Friendship,0.10%,https://yugioh-fm-db.pages.dev/cards/608
22,High Mage Secmeton,98,626,Amazon of the Seas,0.10%,https://yugioh-fm-db.pages.dev/cards/626
22,High Mage Secmeton,99,646,Gruesome Goo,0.10%,https://yugioh-fm-db.pages.dev/cards/646
22,High Mage Secmeton,100,435,Water Girl,0.10%,https://yugioh-fm-db.pages.dev/cards/435
22,High Mage Secmeton,101,449,"30,000-Year White Turtle",1.17%,https://yugioh-fm-db.pages.dev/cards/449
22,High Mage Secmeton,102,546,Wow Warrior,0.10%,https://yugioh-fm-db.pages.dev/cards/546
22,High Mage Secmeton,103,42,Illusionist Faceless Mage,1.17%,https://yugioh-fm-db.pages.dev/cards/42
22,High Mage Secmeton,104,70,Fiend Kraken,0.39%,https://yugioh-fm-db.pages.dev/cards/70
22,High Mage Secmeton,105,71,Jellyfish,0.39%,https://yugioh-fm-db.pages.dev/cards/71
22,High Mage Secmeton,106,109,Goddess with the Third Eye,0.10%,https://yugioh-fm-db.pages.dev/cards/109
22,High Mage Secmeton,107,128,LaMoon,0.10%,https://yugioh-fm-db.pages.dev/cards/128
22,High Mage Secmeton,108,213,Aqua Madoor,1.17%,https://yugioh-fm-db.pages.dev/cards/213
22,High Mage Secmeton,109,216,Dryad,0.10%,https://yugioh-fm-db.pages.dev/cards/216
22,High Mage Secmeton,110,251,Enchanting Mermaid,0.10%,https://yugioh-fm-db.pages.dev/cards/251
22,High Mage Secmeton,111,284,Tao the Chanter,0.10%,https://yugioh-fm-db.pages.dev/cards/284
22,High Mage Secmeton,112,361,Flying Penguin,0.10%,https://yugioh-fm-db.pages.dev/cards/361
22,High Mage Secmeton,113,450,Kappa Avenger,0.10%,https://yugioh-fm-db.pages.dev/cards/450
22,High Mage Secmeton,114,459,Tripwire Beast,0.10%,https://yugioh-fm-db.pages.dev/cards/459
22,High Mage Secmeton,115,468,Queen Bird,1.17%,https://yugioh-fm-db.pages.dev/cards/468
22,High Mage Secmeton,116,431,Ice Water,0.10%,https://yugioh-fm-db.pages.dev/cards/431
22,High Mage Secmeton,117,474,Sea Kamen,0.10%,https://yugioh-fm-db.pages.dev/cards/474
22,High Mage Secmeton,118,574,Witch of the Black Forest,0.10%,https://yugioh-fm-db.pages.dev/cards/574
22,High Mage Secmeton,119,616,Hourglass of Courage,0.10%,https://yugioh-fm-db.pages.dev/cards/616
22,High Mage Secmeton,120,89,Catapult Turtle,1.17%,https://yugioh-fm-db.pages.dev/cards/89
22,High Mage Secmeton,121,140,Toad Master,0.10%,https://yugioh-fm-db.pages.dev/cards/140
22,High Mage Secmeton,122,193,Turtle Tiger,0.10%,https://yugioh-fm-db.pages.dev/cards/193
22,High Mage Secmeton,123,196,Arma Knight,0.10%,https://yugioh-fm-db.pages.dev/cards/196
22,High Mage Secmeton,124,258,Beastking of the Swamps,0.10%,https://yugioh-fm-db.pages.dev/cards/258
22,High Mage Secmeton,125,259,Ancient Sorcerer,0.10%,https://yugioh-fm-db.pages.dev/cards/259
22,High Mage Secmeton,126,276,Ray & Temperature,0.10%,https://yugioh-fm-db.pages.dev/cards/276
22,High Mage Secmeton,127,584,Binding Chain,0.10%,https://yugioh-fm-db.pages.dev/cards/584
22,High Mage Secmeton,128,583,Weather Report,0.10%,https://yugioh-fm-db.pages.dev/cards/583
22,High Mage Secmeton,129,83,Castle of Dark Illusions,0.10%,https://yugioh-fm-db.pages.dev/cards/83
22,High Mage Secmeton,130,220,Masked Sorcerer,0.10%,https://yugioh-fm-db.pages.dev/cards/220
22,High Mage Secmeton,131,497,Yado Karu,0.10%,https://yugioh-fm-db.pages.dev/cards/497
22,High Mage Secmeton,132,615,Armored Starfish,0.10%,https://yugioh-fm-db.pages.dev/cards/615
22,High Mage Secmeton,133,2,Mystical Elf,0.39%,https://yugioh-fm-db.pages.dev/cards/2
22,High Mage Secmeton,134,170,Spirit of the Harp,0.10%,https://yugioh-fm-db.pages.dev/cards/170
22,High Mage Secmeton,135,601,Tenderness,0.10%,https://yugioh-fm-db.pages.dev/cards/601
22,High Mage Secmeton,136,34,Saggi the Dark Clown,0.10%,https://yugioh-fm-db.pages.dev/cards/34
22,High Mage Secmeton,137,311,Black Pendant,1.95%,https://yugioh-fm-db.pages.dev/cards/311
22,High Mage Secmeton,138,315,Dragon Treasure,1.95%,https://yugioh-fm-db.pages.dev/cards/315
22,High Mage Secmeton,139,323,Book of Secret Arts,1.95%,https://yugioh-fm-db.pages.dev/cards/323
22,High Mage Secmeton,140,328,Power of Kaishin,3.91%,https://yugioh-fm-db.pages.dev/cards/328
22,High Mage Secmeton,141,334,Umi,3.52%,https://yugioh-fm-db.pages.dev/cards/334
22,High Mage Secmeton,142,337,Raigeki,1.95%,https://yugioh-fm-db.pages.dev/cards/337
22,High Mage Secmeton,143,362,Millennium Shield,1.17%,https://yugioh-fm-db.pages.dev/cards/362
22,High Mage Secmeton,144,366,Labyrinth Wall,1.17%,https://yugioh-fm-db.pages.dev/cards/366
22,High Mage Secmeton,145,672,Harpie's Feather Duster,1.95%,https://yugioh-fm-db.pages.dev/cards/672
23,Forest Mage,1,367,Jirai Gumo,1.17%,https://yugioh-fm-db.pages.dev/cards/367
23,Forest Mage,2,529,Flame Cerebrus,0.10%,https://yugioh-fm-db.pages.dev/cards/529
23,Forest Mage,3,92,Rabid Horseman,1.56%,https://yugioh-fm-db.pages.dev/cards/92
23,Forest Mage,4,483,Garvas,1.56%,https://yugioh-fm-db.pages.dev/cards/483
23,Forest Mage,5,594,Rose Spectre of Dunn,0.10%,https://yugioh-fm-db.pages.dev/cards/594
23,Forest Mage,6,473,Vermillion Sparrow,0.10%,https://yugioh-fm-db.pages.dev/cards/473
23,Forest Mage,7,533,Kwagar Hercules,1.17%,https://yugioh-fm-db.pages.dev/cards/533
23,Forest Mage,8,627,Nekogal #2,1.17%,https://yugioh-fm-db.pages.dev/cards/627
23,Forest Mage,9,14,Battle Steer,1.56%,https://yugioh-fm-db.pages.dev/cards/14
23,Forest Mage,10,68,Garoozis,1.56%,https://yugioh-fm-db.pages.dev/cards/68
23,Forest Mage,11,375,Dungeon Worm,1.56%,https://yugioh-fm-db.pages.dev/cards/375
23,Forest Mage,12,382,Rude Kaiser,1.56%,https://yugioh-fm-db.pages.dev/cards/382
23,Forest Mage,13,487,Flower Wolf,1.56%,https://yugioh-fm-db.pages.dev/cards/487
23,Forest Mage,14,575,Ancient One of the Deep Forest,1.17%,https://yugioh-fm-db.pages.dev/cards/575
23,Forest Mage,15,638,Queen of Autumn Leaves,0.10%,https://yugioh-fm-db.pages.dev/cards/638
23,Forest Mage,16,403,Leogun,1.56%,https://yugioh-fm-db.pages.dev/cards/403
23,Forest Mage,17,26,Battle Ox,1.17%,https://yugioh-fm-db.pages.dev/cards/26
23,Forest Mage,18,528,Togex,1.17%,https://yugioh-fm-db.pages.dev/cards/528
23,Forest Mage,19,614,Hunter Spider,1.17%,https://yugioh-fm-db.pages.dev/cards/614
23,Forest Mage,20,52,Hercules Beetle,1.56%,https://yugioh-fm-db.pages.dev/cards/52
23,Forest Mage,21,55,Giant Flea,1.17%,https://yugioh-fm-db.pages.dev/cards/55
23,Forest Mage,22,597,Pale Beast,1.17%,https://yugioh-fm-db.pages.dev/cards/597
23,Forest Mage,23,637,Trent,0.10%,https://yugioh-fm-db.pages.dev/cards/637
23,Forest Mage,24,23,The Wicked Worm Beast,0.78%,https://yugioh-fm-db.pages.dev/cards/23
23,Forest Mage,25,511,Bean Soldier,0.10%,https://yugioh-fm-db.pages.dev/cards/511
23,Forest Mage,26,404,Tatsunootoshigo,1.17%,https://yugioh-fm-db.pages.dev/cards/404
23,Forest Mage,27,64,Tiger Axe,1.17%,https://yugioh-fm-db.pages.dev/cards/64
23,Forest Mage,28,91,Mystic Horseman,1.17%,https://yugioh-fm-db.pages.dev/cards/91
23,Forest Mage,29,163,Lisark,1.17%,https://yugioh-fm-db.pages.dev/cards/163
23,Forest Mage,30,291,Fireyarou,0.10%,https://yugioh-fm-db.pages.dev/cards/291
23,Forest Mage,31,587,Mon Larvas,1.17%,https://yugioh-fm-db.pages.dev/cards/587
23,Forest Mage,32,480,Kuwagata a,1.17%,https://yugioh-fm-db.pages.dev/cards/480
23,Forest Mage,33,607,Great Bill,1.17%,https://yugioh-fm-db.pages.dev/cards/607
23,Forest Mage,34,3,Hitotsu-me Giant,0.78%,https://yugioh-fm-db.pages.dev/cards/3
23,Forest Mage,35,27,Beaver Warrior,0.78%,https://yugioh-fm-db.pages.dev/cards/27
23,Forest Mage,36,46,Griffore,0.78%,https://yugioh-fm-db.pages.dev/cards/46
23,Forest Mage,37,47,Torike,1.17%,https://yugioh-fm-db.pages.dev/cards/47
23,Forest Mage,38,49,Big Insect,1.17%,https://yugioh-fm-db.pages.dev/cards/49
23,Forest Mage,39,53,Killer Needle,1.17%,https://yugioh-fm-db.pages.dev/cards/53
23,Forest Mage,40,54,Gokibore,1.17%,https://yugioh-fm-db.pages.dev/cards/54
23,Forest Mage,41,61,Wolf,1.17%,https://yugioh-fm-db.pages.dev/cards/61
23,Forest Mage,42,65,Silver Fang,1.17%,https://yugioh-fm-db.pages.dev/cards/65
23,Forest Mage,43,201,Frenzied Panda,1.17%,https://yugioh-fm-db.pages.dev/cards/201
23,Forest Mage,44,248,Master & Expert,1.17%,https://yugioh-fm-db.pages.dev/cards/248
23,Forest Mage,45,287,Ogre of the Black Shadow,1.17%,https://yugioh-fm-db.pages.dev/cards/287
23,Forest Mage,46,567,Darkworld Thorns,0.10%,https://yugioh-fm-db.pages.dev/cards/567
23,Forest Mage,47,535,Kamakiriman,1.17%,https://yugioh-fm-db.pages.dev/cards/535
23,Forest Mage,48,642,Mystical Sheep #1,1.17%,https://yugioh-fm-db.pages.dev/cards/642
23,Forest Mage,49,76,Krokodilus,0.10%,https://yugioh-fm-db.pages.dev/cards/76
23,Forest Mage,50,133,Charubin the Fire Knight,0.10%,https://yugioh-fm-db.pages.dev/cards/133
23,Forest Mage,51,246,One Who Hunts Souls,1.17%,https://yugioh-fm-db.pages.dev/cards/246
23,Forest Mage,52,252,Nekogal #1,1.17%,https://yugioh-fm-db.pages.dev/cards/252
23,Forest Mage,53,384,Dark Rabbit,1.17%,https://yugioh-fm-db.pages.dev/cards/384
23,Forest Mage,54,489,Barrel Lily,0.10%,https://yugioh-fm-db.pages.dev/cards/489
23,Forest Mage,55,576,Giant Scorpion of the Tundra,1.17%,https://yugioh-fm-db.pages.dev/cards/576
23,Forest Mage,56,219,Solitude,1.17%,https://yugioh-fm-db.pages.dev/cards/219
23,Forest Mage,57,478,Insect Soldiers of the Sky,1.17%,https://yugioh-fm-db.pages.dev/cards/478
23,Forest Mage,58,496,Wilmee,1.17%,https://yugioh-fm-db.pages.dev/cards/496
23,Forest Mage,59,620,Snakeyashi,0.10%,https://yugioh-fm-db.pages.dev/cards/620
23,Forest Mage,60,477,Alinsection,1.17%,https://yugioh-fm-db.pages.dev/cards/477
23,Forest Mage,61,629,Armored Rat,1.17%,https://yugioh-fm-db.pages.dev/cards/629
23,Forest Mage,62,116,Nightmare Scorpion,1.17%,https://yugioh-fm-db.pages.dev/cards/116
23,Forest Mage,63,189,Fusionist,1.17%,https://yugioh-fm-db.pages.dev/cards/189
23,Forest Mage,64,588,Living Vase,0.10%,https://yugioh-fm-db.pages.dev/cards/588
23,Forest Mage,65,640,Acid Crawler,1.17%,https://yugioh-fm-db.pages.dev/cards/640
23,Forest Mage,66,481,Burglar,1.17%,https://yugioh-fm-db.pages.dev/cards/481
23,Forest Mage,67,534,Minar,1.17%,https://yugioh-fm-db.pages.dev/cards/534
23,Forest Mage,68,113,Dark Gray,1.17%,https://yugioh-fm-db.pages.dev/cards/113
23,Forest Mage,69,155,Larvas,1.17%,https://yugioh-fm-db.pages.dev/cards/155
23,Forest Mage,70,180,Arlownay,0.10%,https://yugioh-fm-db.pages.dev/cards/180
23,Forest Mage,71,188,Synchar,1.17%,https://yugioh-fm-db.pages.dev/cards/188
23,Forest Mage,72,282,Mystical Sheep #2,1.17%,https://yugioh-fm-db.pages.dev/cards/282
23,Forest Mage,73,479,Cockroach Knight,1.17%,https://yugioh-fm-db.pages.dev/cards/479
23,Forest Mage,74,121,Sleeping Lion,1.17%,https://yugioh-fm-db.pages.dev/cards/121
23,Forest Mage,75,141,Spiked Snail,1.17%,https://yugioh-fm-db.pages.dev/cards/141
23,Forest Mage,76,221,Kumootoko,1.17%,https://yugioh-fm-db.pages.dev/cards/221
23,Forest Mage,77,29,Mountain Warrior,0.78%,https://yugioh-fm-db.pages.dev/cards/29
23,Forest Mage,78,273,Ancient Tree of Enlightenment,0.10%,https://yugioh-fm-db.pages.dev/cards/273
23,Forest Mage,79,255,Prevent Rat,1.17%,https://yugioh-fm-db.pages.dev/cards/255
23,Forest Mage,80,274,Green Phantom King,0.10%,https://yugioh-fm-db.pages.dev/cards/274
23,Forest Mage,81,40,Dragon Piper,0.10%,https://yugioh-fm-db.pages.dev/cards/40
23,Forest Mage,82,72,Cocoon of Evolution,1.17%,https://yugioh-fm-db.pages.dev/cards/72
23,Forest Mage,83,330,Forest,7.81%,https://yugioh-fm-db.pages.dev/cards/330
23,Forest Mage,84,348,Swords of Revealing Light,2.34%,https://yugioh-fm-db.pages.dev/cards/348
23,Forest Mage,85,662,Eradicating Aerosol,5.86%,https://yugioh-fm-db.pages.dev/cards/662
23,Forest Mage,86,689,Reverse Trap,2.34%,https://yugioh-fm-db.pages.dev/cards/689
23,Forest Mage,87,690,Fake Trap,2.25%,https://yugioh-fm-db.pages.dev/cards/690
21,Ocean Mage,1,223,Roaring Ocean Snake,2.34%,https://yugioh-fm-db.pages.dev/cards/223
21,Ocean Mage,2,565,Man-eating Black Shark,2.34%,https://yugioh-fm-db.pages.dev/cards/565
21,Ocean Mage,3,443,Sea King Dragon,2.34%,https://yugioh-fm-db.pages.dev/cards/443
21,Ocean Mage,4,437,Deepsea Shark,2.34%,https://yugioh-fm-db.pages.dev/cards/437
21,Ocean Mage,5,458,Kaminari Attack,2.34%,https://yugioh-fm-db.pages.dev/cards/458
21,Ocean Mage,6,520,Turtle Bird,2.34%,https://yugioh-fm-db.pages.dev/cards/520
21,Ocean Mage,7,639,Amphibious Bugroth,2.34%,https://yugioh-fm-db.pages.dev/cards/639
21,Ocean Mage,8,73,Kairyu-shin,2.34%,https://yugioh-fm-db.pages.dev/cards/73
21,Ocean Mage,9,400,Emperor of the Land and Sea,2.34%,https://yugioh-fm-db.pages.dev/cards/400
21,Ocean Mage,10,440,7 Colored Fish,0.78%,https://yugioh-fm-db.pages.dev/cards/440
21,Ocean Mage,11,441,Mech Bass,2.34%,https://yugioh-fm-db.pages.dev/cards/441
21,Ocean Mage,12,447,Giant Red Seasnake,0.78%,https://yugioh-fm-db.pages.dev/cards/447
21,Ocean Mage,13,150,Akihiron,2.34%,https://yugioh-fm-db.pages.dev/cards/150
21,Ocean Mage,14,617,Marine Beast,2.34%,https://yugioh-fm-db.pages.dev/cards/617
21,Ocean Mage,15,439,Bottom Dweller,2.34%,https://yugioh-fm-db.pages.dev/cards/439
21,Ocean Mage,16,624,High Tide Gyojin,0.78%,https://yugioh-fm-db.pages.dev/cards/624
21,Ocean Mage,17,60,Great White,0.39%,https://yugioh-fm-db.pages.dev/cards/60
21,Ocean Mage,18,131,Octoberser,2.34%,https://yugioh-fm-db.pages.dev/cards/131
21,Ocean Mage,19,425,Thunder Dragon,2.34%,https://yugioh-fm-db.pages.dev/cards/425
21,Ocean Mage,20,448,Spike Seadra,0.78%,https://yugioh-fm-db.pages.dev/cards/448
21,Ocean Mage,21,507,Crazy Fish,0.78%,https://yugioh-fm-db.pages.dev/cards/507
21,Ocean Mage,22,519,Fire Kraken,2.34%,https://yugioh-fm-db.pages.dev/cards/519
21,Ocean Mage,23,625,Fairy of the Fountain,0.78%,https://yugioh-fm-db.pages.dev/cards/625
21,Ocean Mage,24,494,Rainbow Marine Mermaid,2.34%,https://yugioh-fm-db.pages.dev/cards/494
21,Ocean Mage,25,599,Violent Rain,0.39%,https://yugioh-fm-db.pages.dev/cards/599
21,Ocean Mage,26,51,Armored Lizard,0.78%,https://yugioh-fm-db.pages.dev/cards/51
21,Ocean Mage,27,230,Rare Fish,0.78%,https://yugioh-fm-db.pages.dev/cards/230
21,Ocean Mage,28,353,Takriminos,0.78%,https://yugioh-fm-db.pages.dev/cards/353
21,Ocean Mage,29,462,The Immortal of Thunder,0.78%,https://yugioh-fm-db.pages.dev/cards/462
21,Ocean Mage,30,647,Hyosube,0.39%,https://yugioh-fm-db.pages.dev/cards/647
21,Ocean Mage,31,518,Boulder Tortoise,2.34%,https://yugioh-fm-db.pages.dev/cards/518
21,Ocean Mage,32,249,Water Omotics,0.78%,https://yugioh-fm-db.pages.dev/cards/249
21,Ocean Mage,33,430,Water Magician,0.39%,https://yugioh-fm-db.pages.dev/cards/430
21,Ocean Mage,34,460,Bolt Escargot,0.78%,https://yugioh-fm-db.pages.dev/cards/460
21,Ocean Mage,35,542,Misairuzame,2.34%,https://yugioh-fm-db.pages.dev/cards/542
21,Ocean Mage,36,593,Giant Turtle Who Feeds on Flames,2.34%,https://yugioh-fm-db.pages.dev/cards/593
21,Ocean Mage,37,630,Ancient Lizard Warrior,0.39%,https://yugioh-fm-db.pages.dev/cards/630
21,Ocean Mage,38,543,Tongyo,0.39%,https://yugioh-fm-db.pages.dev/cards/543
21,Ocean Mage,39,550,Behegon,0.39%,https://yugioh-fm-db.pages.dev/cards/550
21,Ocean Mage,40,77,Grappler,0.39%,https://yugioh-fm-db.pages.dev/cards/77
21,Ocean Mage,41,445,Guardian of the Sea,0.39%,https://yugioh-fm-db.pages.dev/cards/445
21,Ocean Mage,42,626,Amazon of the Seas,0.78%,https://yugioh-fm-db.pages.dev/cards/626
21,Ocean Mage,43,646,Gruesome Goo,0.39%,https://yugioh-fm-db.pages.dev/cards/646
21,Ocean Mage,44,435,Water Girl,0.39%,https://yugioh-fm-db.pages.dev/cards/435
21,Ocean Mage,45,449,"30,000-Year White Turtle",2.34%,https://yugioh-fm-db.pages.dev/cards/449
21,Ocean Mage,46,546,Wow Warrior,0.39%,https://yugioh-fm-db.pages.dev/cards/546
21,Ocean Mage,47,70,Fiend Kraken,0.39%,https://yugioh-fm-db.pages.dev/cards/70
21,Ocean Mage,48,71,Jellyfish,0.39%,https://yugioh-fm-db.pages.dev/cards/71
21,Ocean Mage,49,251,Enchanting Mermaid,0.39%,https://yugioh-fm-db.pages.dev/cards/251
21,Ocean Mage,50,361,Flying Penguin,0.39%,https://yugioh-fm-db.pages.dev/cards/361
21,Ocean Mage,51,450,Kappa Avenger,0.39%,https://yugioh-fm-db.pages.dev/cards/450
21,Ocean Mage,52,459,Tripwire Beast,0.39%,https://yugioh-fm-db.pages.dev/cards/459
21,Ocean Mage,53,566,Yormungarde,0.39%,https://yugioh-fm-db.pages.dev/cards/566
21,Ocean Mage,54,431,Ice Water,0.39%,https://yugioh-fm-db.pages.dev/cards/431
21,Ocean Mage,55,634,Night Lizard,0.39%,https://yugioh-fm-db.pages.dev/cards/634
21,Ocean Mage,56,76,Krokodilus,0.39%,https://yugioh-fm-db.pages.dev/cards/76
21,Ocean Mage,57,432,Waterdragon Fairy,0.10%,https://yugioh-fm-db.pages.dev/cards/432
21,Ocean Mage,58,461,Bolt Penguin,0.39%,https://yugioh-fm-db.pages.dev/cards/461
21,Ocean Mage,59,474,Sea Kamen,0.39%,https://yugioh-fm-db.pages.dev/cards/474
21,Ocean Mage,60,446,Aqua Snake,0.10%,https://yugioh-fm-db.pages.dev/cards/446
21,Ocean Mage,61,89,Catapult Turtle,1.95%,https://yugioh-fm-db.pages.dev/cards/89
21,Ocean Mage,62,140,Toad Master,0.39%,https://yugioh-fm-db.pages.dev/cards/140
21,Ocean Mage,63,193,Turtle Tiger,0.39%,https://yugioh-fm-db.pages.dev/cards/193
21,Ocean Mage,64,196,Arma Knight,0.39%,https://yugioh-fm-db.pages.dev/cards/196
21,Ocean Mage,65,258,Beastking of the Swamps,0.39%,https://yugioh-fm-db.pages.dev/cards/258
21,Ocean Mage,66,270,Wetha,0.10%,https://yugioh-fm-db.pages.dev/cards/270
21,Ocean Mage,67,583,Weather Report,0.39%,https://yugioh-fm-db.pages.dev/cards/583
21,Ocean Mage,68,605,Liquid Beast,0.39%,https://yugioh-fm-db.pages.dev/cards/605
21,Ocean Mage,69,199,Penguin Knight,0.10%,https://yugioh-fm-db.pages.dev/cards/199
21,Ocean Mage,70,205,Dorover,0.10%,https://yugioh-fm-db.pages.dev/cards/205
21,Ocean Mage,71,206,Twin Long Rods #1,0.10%,https://yugioh-fm-db.pages.dev/cards/206
21,Ocean Mage,72,243,Water Element,0.10%,https://yugioh-fm-db.pages.dev/cards/243
21,Ocean Mage,73,247,Root Water,0.10%,https://yugioh-fm-db.pages.dev/cards/247
21,Ocean Mage,74,497,Yado Karu,0.78%,https://yugioh-fm-db.pages.dev/cards/497
21,Ocean Mage,75,569,Drooling Lizard,0.39%,https://yugioh-fm-db.pages.dev/cards/569
21,Ocean Mage,76,610,Electric Lizard,2.34%,https://yugioh-fm-db.pages.dev/cards/610
21,Ocean Mage,77,615,Armored Starfish,0.39%,https://yugioh-fm-db.pages.dev/cards/615
21,Ocean Mage,78,177,Monsturtle,0.10%,https://yugioh-fm-db.pages.dev/cards/177
21,Ocean Mage,79,381,Toon Alligator,0.39%,https://yugioh-fm-db.pages.dev/cards/381
21,Ocean Mage,80,463,Electric Snake,0.29%,https://yugioh-fm-db.pages.dev/cards/463
21,Ocean Mage,81,590,Beaked Snake,0.39%,https://yugioh-fm-db.pages.dev/cards/590
21,Ocean Mage,82,503,Turtle Raccoon,0.39%,https://yugioh-fm-db.pages.dev/cards/503
21,Ocean Mage,83,436,White Dolphin,2.34%,https://yugioh-fm-db.pages.dev/cards/436
21,Ocean Mage,84,334,Umi,7.81%,https://yugioh-fm-db.pages.dev/cards/334
21,Ocean Mage,85,348,Swords of Revealing Light,2.34%,https://yugioh-fm-db.pages.dev/cards/348
21,Ocean Mage,86,664,Eternal Draught,5.86%,https://yugioh-fm-db.pages.dev/cards/664
21,Ocean Mage,87,700,Fortress Whale's Oath,2.34%,https://yugioh-fm-db.pages.dev/cards/700
24,High Mage Anubisius,1,67,Perfectly Ultimate Great Moth,2.34%,https://yugioh-fm-db.pages.dev/cards/67
24,High Mage Anubisius,2,57,Great Moth,2.34%,https://yugioh-fm-db.pages.dev/cards/57
24,High Mage Anubisius,3,717,Javelin Beetle,2.34%,https://yugioh-fm-db.pages.dev/cards/717
24,High Mage Anubisius,4,367,Jirai Gumo,0.20%,https://yugioh-fm-db.pages.dev/cards/367
24,High Mage Anubisius,5,529,Flame Cerebrus,2.34%,https://yugioh-fm-db.pages.dev/cards/529
24,High Mage Anubisius,6,92,Rabid Horseman,2.34%,https://yugioh-fm-db.pages.dev/cards/92
24,High Mage Anubisius,7,453,Millennium Golem,2.34%,https://yugioh-fm-db.pages.dev/cards/453
24,High Mage Anubisius,8,483,Garvas,2.34%,https://yugioh-fm-db.pages.dev/cards/483
24,High Mage Anubisius,9,594,Rose Spectre of Dunn,2.34%,https://yugioh-fm-db.pages.dev/cards/594
24,High Mage Anubisius,10,473,Vermillion Sparrow,1.56%,https://yugioh-fm-db.pages.dev/cards/473
24,High Mage Anubisius,11,533,Kwagar Hercules,2.34%,https://yugioh-fm-db.pages.dev/cards/533
24,High Mage Anubisius,12,627,Nekogal #2,2.34%,https://yugioh-fm-db.pages.dev/cards/627
24,High Mage Anubisius,13,14,Battle Steer,1.56%,https://yugioh-fm-db.pages.dev/cards/14
24,High Mage Anubisius,14,68,Garoozis,1.56%,https://yugioh-fm-db.pages.dev/cards/68
24,High Mage Anubisius,15,375,Dungeon Worm,1.56%,https://yugioh-fm-db.pages.dev/cards/375
24,High Mage Anubisius,16,382,Rude Kaiser,1.56%,https://yugioh-fm-db.pages.dev/cards/382
24,High Mage Anubisius,17,487,Flower Wolf,1.56%,https://yugioh-fm-db.pages.dev/cards/487
24,High Mage Anubisius,18,575,Ancient One of the Deep Forest,2.34%,https://yugioh-fm-db.pages.dev/cards/575
24,High Mage Anubisius,19,638,Queen of Autumn Leaves,1.56%,https://yugioh-fm-db.pages.dev/cards/638
24,High Mage Anubisius,20,403,Leogun,1.56%,https://yugioh-fm-db.pages.dev/cards/403
24,High Mage Anubisius,21,26,Battle Ox,0.78%,https://yugioh-fm-db.pages.dev/cards/26
24,High Mage Anubisius,22,60,Great White,0.20%,https://yugioh-fm-db.pages.dev/cards/60
24,High Mage Anubisius,23,234,Beautiful Headhuntress,0.20%,https://yugioh-fm-db.pages.dev/cards/234
24,High Mage Anubisius,24,528,Togex,1.56%,https://yugioh-fm-db.pages.dev/cards/528
24,High Mage Anubisius,25,614,Hunter Spider,1.56%,https://yugioh-fm-db.pages.dev/cards/614
